stock_name,Basic EPS (Rs.)_yr1,Basic EPS (Rs.)_yr2,Basic EPS (Rs.)_yr3,Basic EPS (Rs.)_yr4,Basic EPS (Rs.)_yr5,Diluted EPS (Rs.)_yr1,Diluted EPS (Rs.)_yr2,Diluted EPS (Rs.)_yr3,Diluted EPS (Rs.)_yr4,Diluted EPS (Rs.)_yr5,Cash EPS (Rs.)_yr1,Cash EPS (Rs.)_yr2,Cash EPS (Rs.)_yr3,Cash EPS (Rs.)_yr4,Cash EPS (Rs.)_yr5,Book Value [ExclRevalReserve]/Share (Rs.)_yr1,Book Value [ExclRevalReserve]/Share (Rs.)_yr2,Book Value [ExclRevalReserve]/Share (Rs.)_yr3,Book Value [ExclRevalReserve]/Share (Rs.)_yr4,Book Value [ExclRevalReserve]/Share (Rs.)_yr5,Book Value [InclRevalReserve]/Share (Rs.)_yr1,Book Value [InclRevalReserve]/Share (Rs.)_yr2,Book Value [InclRevalReserve]/Share (Rs.)_yr3,Book Value [InclRevalReserve]/Share (Rs.)_yr4,Book Value [InclRevalReserve]/Share (Rs.)_yr5,Dividend / Share(Rs.)_yr1,Dividend / Share(Rs.)_yr2,Dividend / Share(Rs.)_yr3,Dividend / Share(Rs.)_yr4,Dividend / Share(Rs.)_yr5,Revenue from Operations/Share (Rs.)_yr1,Revenue from Operations/Share (Rs.)_yr2,Revenue from Operations/Share (Rs.)_yr3,Revenue from Operations/Share (Rs.)_yr4,Revenue from Operations/Share (Rs.)_yr5,PBDIT/Share (Rs.)_yr1,PBDIT/Share (Rs.)_yr2,PBDIT/Share (Rs.)_yr3,PBDIT/Share (Rs.)_yr4,PBDIT/Share (Rs.)_yr5,PBIT/Share (Rs.)_yr1,PBIT/Share (Rs.)_yr2,PBIT/Share (Rs.)_yr3,PBIT/Share (Rs.)_yr4,PBIT/Share (Rs.)_yr5,PBT/Share (Rs.)_yr1,PBT/Share (Rs.)_yr2,PBT/Share (Rs.)_yr3,PBT/Share (Rs.)_yr4,PBT/Share (Rs.)_yr5,Net Profit/Share (Rs.)_yr1,Net Profit/Share (Rs.)_yr2,Net Profit/Share (Rs.)_yr3,Net Profit/Share (Rs.)_yr4,Net Profit/Share (Rs.)_yr5,PBDIT Margin (%)_yr1,PBDIT Margin (%)_yr2,PBDIT Margin (%)_yr3,PBDIT Margin (%)_yr4,PBDIT Margin (%)_yr5,PBIT Margin (%)_yr1,PBIT Margin (%)_yr2,PBIT Margin (%)_yr3,PBIT Margin (%)_yr4,PBIT Margin (%)_yr5,PBT Margin (%)_yr1,PBT Margin (%)_yr2,PBT Margin (%)_yr3,PBT Margin (%)_yr4,PBT Margin (%)_yr5,Net Profit Margin (%)_yr1,Net Profit Margin (%)_yr2,Net Profit Margin (%)_yr3,Net Profit Margin (%)_yr4,Net Profit Margin (%)_yr5,Return on Networth / Equity (%)_yr1,Return on Networth / Equity (%)_yr2,Return on Networth / Equity (%)_yr3,Return on Networth / Equity (%)_yr4,Return on Networth / Equity (%)_yr5,Return on Capital Employed (%)_yr1,Return on Capital Employed (%)_yr2,Return on Capital Employed (%)_yr3,Return on Capital Employed (%)_yr4,Return on Capital Employed (%)_yr5,Return on Assets (%)_yr1,Return on Assets (%)_yr2,Return on Assets (%)_yr3,Return on Assets (%)_yr4,Return on Assets (%)_yr5,Total Debt/Equity (X)_yr1,Total Debt/Equity (X)_yr2,Total Debt/Equity (X)_yr3,Total Debt/Equity (X)_yr4,Total Debt/Equity (X)_yr5,Asset Turnover Ratio (%)_yr1,Asset Turnover Ratio (%)_yr2,Asset Turnover Ratio (%)_yr3,Asset Turnover Ratio (%)_yr4,Asset Turnover Ratio (%)_yr5,Current Ratio (X)_yr1,Current Ratio (X)_yr2,Current Ratio (X)_yr3,Current Ratio (X)_yr4,Current Ratio (X)_yr5,Quick Ratio (X)_yr1,Quick Ratio (X)_yr2,Quick Ratio (X)_yr3,Quick Ratio (X)_yr4,Quick Ratio (X)_yr5,Inventory Turnover Ratio (X)_yr1,Inventory Turnover Ratio (X)_yr2,Inventory Turnover Ratio (X)_yr3,Inventory Turnover Ratio (X)_yr4,Inventory Turnover Ratio (X)_yr5,Dividend Payout Ratio (NP) (%)_yr1,Dividend Payout Ratio (NP) (%)_yr2,Dividend Payout Ratio (NP) (%)_yr3,Dividend Payout Ratio (NP) (%)_yr4,Dividend Payout Ratio (NP) (%)_yr5,Dividend Payout Ratio (CP) (%)_yr1,Dividend Payout Ratio (CP) (%)_yr2,Dividend Payout Ratio (CP) (%)_yr3,Dividend Payout Ratio (CP) (%)_yr4,Dividend Payout Ratio (CP) (%)_yr5,Earnings Retention Ratio (%)_yr1,Earnings Retention Ratio (%)_yr2,Earnings Retention Ratio (%)_yr3,Earnings Retention Ratio (%)_yr4,Earnings Retention Ratio (%)_yr5,Cash Earnings Retention Ratio (%)_yr1,Cash Earnings Retention Ratio (%)_yr2,Cash Earnings Retention Ratio (%)_yr3,Cash Earnings Retention Ratio (%)_yr4,Cash Earnings Retention Ratio (%)_yr5,Enterprise Value (Cr.)_yr1,Enterprise Value (Cr.)_yr2,Enterprise Value (Cr.)_yr3,Enterprise Value (Cr.)_yr4,Enterprise Value (Cr.)_yr5,EV/Net Operating Revenue (X)_yr1,EV/Net Operating Revenue (X)_yr2,EV/Net Operating Revenue (X)_yr3,EV/Net Operating Revenue (X)_yr4,EV/Net Operating Revenue (X)_yr5,EV/EBITDA (X)_yr1,EV/EBITDA (X)_yr2,EV/EBITDA (X)_yr3,EV/EBITDA (X)_yr4,EV/EBITDA (X)_yr5,MarketCap/Net Operating Revenue (X)_yr1,MarketCap/Net Operating Revenue (X)_yr2,MarketCap/Net Operating Revenue (X)_yr3,MarketCap/Net Operating Revenue (X)_yr4,MarketCap/Net Operating Revenue (X)_yr5,Retention Ratios (%)_yr1,Retention Ratios (%)_yr2,Retention Ratios (%)_yr3,Retention Ratios (%)_yr4,Retention Ratios (%)_yr5,Price/BV (X)_yr1,Price/BV (X)_yr2,Price/BV (X)_yr3,Price/BV (X)_yr4,Price/BV (X)_yr5,Price/Net Operating Revenue_yr1,Price/Net Operating Revenue_yr2,Price/Net Operating Revenue_yr3,Price/Net Operating Revenue_yr4,Price/Net Operating Revenue_yr5,Earnings Yield_yr1,Earnings Yield_yr2,Earnings Yield_yr3,Earnings Yield_yr4,Earnings Yield_yr5
Can Fin Homes Ltd.,46.65,35.38,34.25,28.25,22.29,46.65,35.38,34.25,28.25,22.29,47.58,36.11,34.97,28.96,22.51,273.89,230.29,195.98,161.46,133.83,273.89,230.29,195.98,161.46,133.83,3.50,3.00,2.00,2.00,2.00,205.91,149.28,151.55,152.47,129.68,190.54,135.05,137.83,140.57,123.29,189.61,134.31,137.12,139.86,123.06,61.88,47.69,46.38,38.92,35.26,46.65,35.38,34.25,28.24,22.28,92.53,90.46,90.94,92.19,95.06,92.08,89.97,90.47,91.72,94.89,30.05,31.94,30.60,25.52,27.18,22.65,23.69,22.59,18.52,17.18,17.03,15.36,17.47,17.49,16.65,68.90,18.28,22.36,28.87,20.95,1.87,1.68,2.06,1.78,1.58,7.94,8.04,7.39,8.72,9.47,0.09,0.08,9.14,9.64,9.22,1.12,1.53,1.58,1.44,1.71,1.12,1.53,1.58,1.44,1.71,0.00,0.00,0.00,0.00,0.00,0.00,9.89,5.83,7.08,8.97,0.00,9.69,5.71,6.90,8.88,0.00,90.11,94.17,92.92,91.03,0.00,90.31,94.29,93.10,91.12,"35,702.53","32,731.67","27,432.41","22,069.99","21,101.32",13.02,16.47,13.59,10.87,12.22,14.07,18.20,14.95,11.79,12.85,2.57,4.23,4.04,1.83,2.69,0.00,90.10,94.16,92.91,91.02,1.93,2.74,3.13,1.73,2.60,2.57,4.23,4.04,1.83,2.69,0.09,0.06,0.06,0.10,0.06
Cochin Shipyard Ltd.,25.43,44.59,46.38,48.48,35.72,25.43,44.59,46.38,48.48,35.75,29.32,48.85,50.42,52.18,39.18,336.28,331.39,302.38,283.70,253.31,336.28,331.39,302.38,283.70,253.31,17.00,16.75,15.50,16.63,13.00,177.17,242.51,214.30,260.19,225.19,35.85,68.19,69.49,72.73,60.81,31.96,63.92,65.46,69.03,58.21,34.10,60.39,61.62,65.64,57.12,25.43,44.59,46.38,48.48,36.58,20.23,28.11,32.42,27.95,27.00,18.04,26.35,30.54,26.53,25.84,19.24,24.90,28.75,25.22,25.36,14.35,18.38,21.64,18.63,16.24,7.56,13.45,15.33,17.08,14.44,8.60,17.13,19.05,21.31,21.98,3.37,7.05,8.24,9.95,9.17,0.03,0.03,0.03,0.03,0.04,0.26,0.41,38.09,53.43,56.49,1.39,1.69,1.73,2.05,2.31,1.32,1.60,1.58,1.91,2.15,3.41,4.44,6.52,10.92,10.45,0.00,34.75,60.36,30.17,35.53,0.00,31.72,55.53,28.03,33.18,0.00,65.25,39.64,69.83,64.47,0.00,68.28,44.47,71.97,66.82,"1,712.71",826.80,"2,913.33","1,423.04","2,782.18",0.73,0.26,1.03,0.42,0.94,3.63,0.92,3.19,1.49,3.48,2.69,1.21,1.75,1.02,1.75,0.00,65.24,39.63,69.82,64.46,1.41,0.89,1.24,0.93,1.56,2.69,1.21,1.75,1.02,1.75,0.05,0.15,0.12,0.18,0.09
Canara Bank,58.45,32.49,16.91,-26.50,4.71,58.45,32.49,16.91,-26.50,4.71,63.92,35.80,20.51,-17.51,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.45,31.30,15.53,-21.70,4.61,,,,,,,,,,,,,,,,12.56,8.18,3.69,-4.56,0.74,,,,,,,,,,,0.78,0.46,0.22,-0.30,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.46,79.23,100.00,100.00,100.00,,,,,,,,,,,,,,,
Campus Activewear Ltd.,3.85,3.57,,,,3.84,3.57,,,,6.18,5.31,,,,18.12,14.05,,,,18.12,14.05,,,,0.00,0.00,,,,48.71,39.24,,,,8.41,8.03,,,,6.08,6.29,,,,5.14,5.64,,,,3.84,3.57,,,,17.26,20.46,,,,12.48,16.02,,,,10.55,14.37,,,,7.89,9.08,,,,21.21,25.38,,,,25.70,32.99,,,,9.95,11.30,,,,0.33,0.41,,,,1.39,1.52,,,,1.64,1.59,,,,0.66,0.66,,,,2.10,2.49,,,,0.00,0.00,,,,0.00,0.00,,,,0.00,0.00,,,,0.00,0.00,,,,"10,321.11",0.00,,,,6.95,0.00,,,,40.27,0.00,,,,6.85,0.00,,,,0.00,0.00,,,,18.41,0.00,,,,6.85,0.00,,,,0.01,0.00,,,
C. E. Info Systems (MapmyIndia) Ltd.,20.27,16.07,76.30,,,19.79,16.07,74.20,,,21.41,17.56,181.17,,,99.74,82.29,602.01,,,99.74,82.29,602.01,,,3.00,2.00,0.00,,,47.31,37.22,397.86,,,28.16,23.53,237.57,,,27.01,22.04,213.52,,,26.68,21.64,206.92,,,20.27,16.07,157.13,,,59.52,63.22,59.71,,,57.09,59.20,53.66,,,56.39,58.13,52.00,,,42.84,43.17,39.49,,,20.31,19.52,26.10,,,26.47,25.85,21.62,,,17.01,16.99,14.07,,,0.00,0.00,0.00,,,0.44,0.43,0.39,,,4.76,5.13,5.33,,,4.74,4.98,5.27,,,3.65,3.45,0.00,,,0.00,12.44,0.00,,,0.00,11.38,0.00,,,0.00,87.56,0.00,,,0.00,88.62,0.00,,,"5,220.20","7,984.41",0.00,,,20.56,40.29,0.00,,,34.55,63.73,0.00,,,20.95,40.55,0.00,,,0.00,87.55,0.00,,,9.94,18.34,0.00,,,20.95,40.55,0.00,,,0.02,0.01,0.00,,
Britannia Industries Ltd.,88.82,66.56,73.12,61.75,46.71,88.82,66.56,73.09,61.73,46.68,96.90,73.61,79.98,68.02,52.32,132.05,99.73,137.80,177.74,168.10,132.05,99.73,137.80,177.74,168.10,72.00,56.50,157.50,35.00,15.00,648.34,555.07,513.86,456.83,436.22,122.97,101.64,109.76,87.57,77.10,114.87,94.59,102.83,81.27,71.48,117.89,89.05,98.77,79.35,71.42,88.80,66.55,73.06,61.72,46.70,18.96,18.31,21.35,19.16,17.67,17.71,17.04,20.01,17.78,16.38,18.18,16.04,19.22,17.36,16.37,13.69,11.98,14.21,13.50,10.70,67.24,66.72,53.02,34.72,27.78,57.73,72.25,60.59,38.79,42.19,24.76,22.89,23.73,20.46,19.85,0.84,0.91,0.54,0.28,0.00,2.00,1.85,166.92,151.47,185.43,1.15,0.93,1.21,1.45,1.94,0.87,0.61,0.91,1.16,1.49,6.09,5.68,12.49,17.34,14.58,0.00,111.93,161.34,28.44,26.74,0.00,101.19,147.37,25.81,23.87,0.00,-11.93,-61.34,71.56,73.26,0.00,-1.19,-47.37,74.19,76.13,"106,714.91","79,317.44","89,087.38","65,849.04","74,019.04",6.83,5.93,7.20,5.99,7.06,36.02,32.39,33.69,31.27,39.95,6.67,5.77,7.06,5.89,7.07,0.00,-11.93,-61.34,71.55,73.25,32.73,32.13,26.33,15.13,18.33,6.67,5.77,7.06,5.89,7.07,0.02,0.02,0.02,0.02,0.02
Brigade Enterprises Ltd.,16.70,13.69,6.99,12.76,17.20,16.66,13.66,6.96,12.66,17.17,20.13,17.08,10.96,16.46,22.21,170.29,154.80,131.68,124.45,169.41,170.29,154.80,131.68,124.45,169.41,0.00,1.50,1.20,1.00,2.00,95.73,93.84,72.26,90.48,132.61,29.47,28.67,24.44,31.07,44.40,26.02,25.00,20.33,27.37,39.39,21.75,18.80,8.42,16.85,26.33,16.69,13.41,6.85,12.76,17.20,30.77,30.54,33.81,34.33,33.48,27.17,26.64,28.13,30.24,29.70,22.72,20.03,11.65,18.62,19.85,17.42,14.29,9.48,14.10,12.96,9.79,8.66,5.20,10.25,10.15,11.18,11.32,10.00,13.44,13.46,4.21,3.51,1.78,3.40,3.13,0.36,0.46,0.54,0.60,0.71,0.25,0.26,0.19,24.12,24.20,1.25,1.22,1.09,1.07,1.14,0.36,0.42,0.29,0.22,0.27,0.01,0.01,0.01,0.62,0.59,0.00,8.91,0.00,21.60,13.15,0.00,7.00,0.00,16.75,10.19,0.00,91.09,0.00,78.40,86.85,0.00,93.00,0.00,83.25,89.81,"11,767.56","13,256.53","7,122.99","4,084.53","4,928.56",5.33,6.14,4.67,2.21,2.73,17.31,20.08,13.82,6.43,8.15,4.95,5.51,3.82,1.46,1.88,0.00,91.08,0.00,78.39,86.84,2.78,3.34,2.09,1.06,1.47,4.95,5.51,3.82,1.46,1.88,0.04,0.03,0.02,0.10,0.07
Brightcom Group Ltd.,0.04,0.01,0.16,-0.03,-0.07,0.04,0.01,0.16,-0.03,-0.07,0.05,0.01,0.17,-0.01,-0.05,7.80,8.03,12.14,12.20,12.24,7.80,8.03,12.14,12.20,12.24,0.10,0.30,0.05,0.05,0.00,2.15,1.82,7.21,9.80,9.63,0.07,0.02,0.25,0.13,0.25,0.07,0.02,0.24,0.11,0.23,0.07,0.02,0.24,-0.02,-0.04,0.05,0.01,0.16,-0.03,-0.07,3.38,1.16,3.41,1.29,2.62,3.36,1.11,3.35,1.10,2.40,3.27,1.02,3.32,-0.24,-0.46,2.15,0.46,2.24,-0.30,-0.69,0.59,0.10,1.33,-0.24,-0.54,0.86,0.23,1.71,0.75,1.62,0.51,0.09,0.98,-0.16,-0.36,0.07,0.06,0.16,0.23,0.27,0.24,0.28,0.43,0.54,52.26,10.01,17.41,2.68,2.03,1.82,10.01,17.41,2.68,2.03,1.82,0.00,0.00,0.00,0.00,0.00,0.00,303.56,30.86,0.00,0.00,0.00,273.48,30.02,0.00,0.00,0.00,-203.56,69.14,0.00,0.00,0.00,-173.48,69.98,0.00,0.00,"3,061.93","19,748.72",515.95,282.80,307.59,7.06,53.84,1.41,0.61,0.67,208.69,"4,622.83",41.25,46.84,25.53,6.81,53.58,1.15,0.32,0.33,0.00,-203.56,69.13,0.00,0.00,1.88,12.13,0.68,0.25,0.26,6.81,53.59,1.15,0.32,0.33,0.00,0.00,0.02,-0.01,-0.02
Bosch Ltd.,482.99,413.00,164.00,220.00,525.00,482.99,413.00,164.00,220.00,525.00,613.59,522.54,279.29,350.20,678.03,"3,732.95","3,623.02","3,329.53","3,142.17","3,093.63","3,732.95","3,623.02","3,329.53","3,142.17","3,093.63",480.00,210.00,115.00,105.00,105.00,"5,060.78","3,993.76","3,294.24","3,336.14","4,096.61",772.92,628.24,564.88,688.10,932.03,642.20,518.31,449.15,558.17,795.69,638.10,508.51,192.24,311.76,791.19,482.88,412.61,163.56,220.27,541.69,15.27,15.73,17.14,20.62,22.75,12.68,12.97,13.63,16.73,19.42,12.60,12.73,5.83,9.34,19.31,9.54,10.33,4.96,6.60,13.22,12.93,11.38,4.91,7.01,17.51,16.86,13.76,12.88,17.06,24.76,8.76,7.89,3.26,4.87,12.57,0.00,0.00,0.00,0.00,0.00,0.94,0.78,0.69,73.88,95.08,1.76,1.94,1.95,1.91,1.99,1.38,1.54,1.66,1.61,1.55,1.80,1.83,1.93,8.82,8.37,0.00,27.86,64.18,47.66,19.09,0.00,22.00,37.58,29.97,15.25,0.00,72.14,35.82,52.34,80.91,0.00,78.00,62.42,70.03,84.75,"54,993.74","40,901.01","39,086.83","25,502.76","52,335.67",3.68,3.47,4.02,2.59,4.33,24.12,22.07,23.46,12.56,19.03,3.82,3.62,4.27,2.82,4.43,0.00,72.13,35.81,52.33,80.90,5.18,3.99,4.23,2.99,5.87,3.82,3.62,4.27,2.82,4.43,0.02,0.03,0.01,0.02,0.03
Bombay Burmah Trading Corporation Ltd.,1.26,1.42,0.40,-2.44,-2.82,1.26,1.42,0.40,-2.44,-2.82,2.28,2.74,1.65,-1.13,-1.63,29.49,30.25,32.87,33.49,36.82,29.49,30.25,32.87,33.49,36.82,1.20,1.20,1.20,1.20,1.00,35.03,48.62,29.75,30.69,34.66,7.37,15.73,12.57,4.21,3.34,6.35,14.41,11.32,2.91,2.15,-32.84,4.03,0.54,-2.54,-2.67,1.26,1.42,0.40,-2.44,-2.82,21.03,32.35,42.23,13.72,9.63,18.12,29.64,38.04,9.46,6.19,-93.72,8.29,1.82,-8.27,-7.71,3.59,2.91,1.35,-7.94,-8.14,4.26,4.68,1.22,-7.28,-7.66,10.52,19.24,12.89,8.48,3.61,0.69,0.75,0.20,-2.14,-2.71,4.62,4.79,4.54,1.47,1.56,0.19,0.26,15.42,27.03,33.33,0.98,0.92,1.00,0.47,1.00,0.89,0.84,0.88,0.30,0.71,1.84,1.37,2.37,2.40,2.72,0.00,84.65,298.61,-40.97,-35.42,0.00,43.83,72.77,-88.42,-61.42,0.00,15.35,-198.61,140.97,135.42,0.00,56.17,27.23,188.42,161.42,"6,560.07","6,926.34","8,741.42","5,438.78","9,484.34",26.82,20.41,42.09,25.38,39.20,127.51,63.07,99.65,184.88,406.77,23.17,17.69,37.34,23.84,37.58,0.00,15.34,-198.61,140.97,135.42,27.53,28.43,33.79,21.85,35.38,23.17,17.69,37.34,23.84,37.58,0.00,0.00,0.00,0.00,0.00
